timestamp,hour_of_day,day_of_week,month,grid_load_percentage,frequency_hz,voltage_kv,renewable_percentage,temperature_celsius
2025-01-04T16:00:00,16,5,1,62.91,49.904,223.4,33.22,35.4
2025-01-04T17:00:00,17,5,1,60.18,49.946,217.0,20.37,36.7
2025-01-04T18:00:00,18,5,1,69.71,50.048,222.2,29.65,38.7
2025-01-04T19:00:00,19,5,1,74.81,50.061,224.2,31.6,33.9
2025-01-04T20:00:00,20,5,1,83.11,50.046,219.7,34.03,36.2
2025-01-04T21:00:00,21,5,1,67.17,49.87,221.9,29.82,20.1
2025-01-04T22:00:00,22,5,1,73.72,49.951,222.9,17.89,36.1
2025-01-04T23:00:00,23,5,1,38.57,50.197,219.6,23.13,37.8
2025-01-05T00:00:00,0,6,1,29.75,50.008,232.5,34.07,28.4
2025-01-05T01:00:00,1,6,1,39.9,49.968,223.5,24.05,33.5
2025-01-05T02:00:00,2,6,1,36.36,50.038,218.1,16.36,32.4
2025-01-05T03:00:00,3,6,1,32.87,50.103,219.2,34.79,37.6
2025-01-05T04:00:00,4,6,1,34.38,49.907,215.9,18.42,26.9
2025-01-05T05:00:00,5,6,1,32.58,50.085,227.2,16.99,28.6
2025-01-05T06:00:00,6,6,1,55.87,50.022,220.5,25.15,26.7
2025-01-05T07:00:00,7,6,1,52.25,50.073,226.0,32.28,20.1
2025-01-05T08:00:00,8,6,1,56.93,50.114,218.8,23.49,31.7
2025-01-05T09:00:00,9,6,1,69.18,49.983,216.8,32.1,32.9
2025-01-05T10:00:00,10,6,1,65.97,49.938,224.8,23.57,24.9
2025-01-05T11:00:00,11,6,1,70.75,49.94,224.0,16.29,31.0
2025-01-05T12:00:00,12,6,1,79.87,50.0,213.1,28.41,29.1
2025-01-05T13:00:00,13,6,1,56.71,49.983,213.6,33.63,28.2
2025-01-05T14:00:00,14,6,1,59.64,50.109,223.8,30.21,32.8
2025-01-05T15:00:00,15,6,1,63.43,50.108,214.5,28.3,24.0
2025-01-05T16:00:00,16,6,1,55.54,49.889,224.4,30.15,36.2
2025-01-05T17:00:00,17,6,1,57.89,50.003,224.4,31.71,33.9
2025-01-05T18:00:00,18,6,1,68.09,49.984,213.1,20.74,25.7
2025-01-05T19:00:00,19,6,1,73.36,50.005,228.1,30.86,37.5
2025-01-05T20:00:00,20,6,1,67.89,50.171,221.1,32.14,25.3
2025-01-05T21:00:00,21,6,1,80.56,49.859,221.6,28.97,31.7
2025-01-05T22:00:00,22,6,1,85.18,50.082,214.1,31.13,27.7
2025-01-05T23:00:00,23,6,1,32.6,49.999,221.5,24.8,33.6
2025-01-06T00:00:00,0,0,1,29.93,50.053,215.5,16.07,20.4
2025-01-06T01:00:00,1,0,1,31.17,49.998,231.1,32.89,26.0
2025-01-06T02:00:00,2,0,1,33.85,50.017,226.9,34.76,27.6
2025-01-06T03:00:00,3,0,1,38.75,50.004,218.7,26.95,31.7
2025-01-06T04:00:00,4,0,1,35.45,50.089,225.5,33.43,28.1
2025-01-06T05:00:00,5,0,1,31.41,50.029,216.9,33.15,39.6
2025-01-06T06:00:00,6,0,1,57.04,50.08,215.4,29.25,23.4
2025-01-06T07:00:00,7,0,1,58.19,50.116,207.5,22.65,23.0
2025-01-06T08:00:00,8,0,1,64.46,49.859,223.7,34.32,32.3
2025-01-06T09:00:00,9,0,1,82.34,49.995,212.3,31.72,26.5
2025-01-06T10:00:00,10,0,1,79.2,50.07,219.2,20.19,30.2
2025-01-06T11:00:00,11,0,1,78.33,49.912,216.9,24.54,23.3
2025-01-06T12:00:00,12,0,1,78.72,50.184,216.8,20.82,36.0
2025-01-06T13:00:00,13,0,1,56.92,50.112,220.1,19.48,22.1
2025-01-06T14:00:00,14,0,1,68.75,49.994,213.7,15.81,26.0
2025-01-06T15:00:00,15,0,1,69.18,50.079,221.1,24.76,28.9
2025-01-06T16:00:00,16,0,1,59.62,49.868,217.6,32.68,32.9
2025-01-06T17:00:00,17,0,1,54.84,50.077,223.8,28.99,28.5
2025-01-06T18:00:00,18,0,1,76.34,49.803,222.8,34.95,32.0
2025-01-06T19:00:00,19,0,1,70.92,49.976,221.3,31.5,38.1
2025-01-06T20:00:00,20,0,1,77.0,50.106,221.0,31.71,27.4
2025-01-06T21:00:00,21,0,1,81.63,49.871,213.5,18.98,32.5
2025-01-06T22:00:00,22,0,1,79.45,50.04,225.1,28.78,33.9
2025-01-06T23:00:00,23,0,1,38.53,50.023,219.6,27.78,31.7
2025-01-07T00:00:00,0,1,1,33.71,50.114,218.9,31.16,34.6
2025-01-07T01:00:00,1,1,1,33.31,50.059,220.8,18.5,31.0
2025-01-07T02:00:00,2,1,1,35.63,50.136,225.8,30.42,36.6
2025-01-07T03:00:00,3,1,1,32.02,50.17,224.7,32.68,33.8
2025-01-07T04:00:00,4,1,1,31.64,50.031,230.3,31.15,28.3
2025-01-07T05:00:00,5,1,1,35.41,49.968,215.5,23.59,35.0
2025-01-07T06:00:00,6,1,1,59.74,49.978,229.6,34.4,34.8
2025-01-07T07:00:00,7,1,1,49.98,50.06,213.7,21.92,36.2
2025-01-07T08:00:00,8,1,1,58.69,49.976,220.5,17.47,20.8
2025-01-07T09:00:00,9,1,1,70.33,50.107,217.0,18.12,27.2
2025-01-07T10:00:00,10,1,1,80.13,49.982,227.7,20.09,33.4
2025-01-07T11:00:00,11,1,1,59.7,49.927,220.0,26.18,30.3
2025-01-07T12:00:00,12,1,1,71.28,49.934,216.8,25.63,37.6
2025-01-07T13:00:00,13,1,1,58.04,50.166,226.8,21.21,37.7
2025-01-07T14:00:00,14,1,1,50.98,49.99,216.2,17.8,23.9
2025-01-07T15:00:00,15,1,1,59.69,49.999,211.3,30.84,27.7
2025-01-07T16:00:00,16,1,1,65.04,49.998,211.7,32.85,21.5
2025-01-07T17:00:00,17,1,1,58.5,49.946,220.9,33.92,32.8
2025-01-07T18:00:00,18,1,1,68.03,49.812,217.8,33.08,36.1
2025-01-07T19:00:00,19,1,1,69.78,50.019,220.3,26.47,23.5
2025-01-07T20:00:00,20,1,1,78.46,50.161,214.3,28.55,28.9
2025-01-07T21:00:00,21,1,1,73.98,49.824,223.7,18.11,27.2
2025-01-07T22:00:00,22,1,1,74.0,50.021,210.6,34.25,21.7
2025-01-07T23:00:00,23,1,1,33.67,49.969,212.1,19.95,34.1
2025-01-08T00:00:00,0,2,1,41.3,49.942,209.3,22.3,24.4
2025-01-08T01:00:00,1,2,1,42.53,49.928,217.3,32.03,31.0
2025-01-08T02:00:00,2,2,1,24.9,49.981,225.2,32.12,32.0
2025-01-08T03:00:00,3,2,1,35.23,49.847,220.8,28.86,37.1
2025-01-08T04:00:00,4,2,1,32.02,49.821,221.5,18.74,34.7
2025-01-08T05:00:00,5,2,1,32.14,50.138,225.2,27.72,27.9
2025-01-08T06:00:00,6,2,1,53.3,50.061,218.7,27.26,36.8
2025-01-08T07:00:00,7,2,1,59.35,49.875,217.4,31.48,32.9
2025-01-08T08:00:00,8,2,1,64.25,49.979,218.2,23.29,37.9
2025-01-08T09:00:00,9,2,1,85.0,50.003,214.7,17.29,25.5
2025-01-08T10:00:00,10,2,1,73.11,50.111,213.6,27.05,22.4
2025-01-08T11:00:00,11,2,1,74.04,50.135,223.6,32.47,31.6
2025-01-08T12:00:00,12,2,1,79.5,49.957,211.5,21.45,26.4
2025-01-08T13:00:00,13,2,1,65.82,49.973,217.1,24.48,23.0
2025-01-08T14:00:00,14,2,1,58.53,50.048,220.1,15.37,25.7
2025-01-08T15:00:00,15,2,1,61.61,49.985,221.7,22.19,20.9
2025-01-08T16:00:00,16,2,1,55.74,49.913,220.2,18.22,35.9
2025-01-08T17:00:00,17,2,1,69.16,49.853,223.5,19.48,38.5
2025-01-08T18:00:00,18,2,1,80.75,50.051,222.3,16.07,31.9
2025-01-08T19:00:00,19,2,1,67.94,50.061,214.6,33.64,29.2
2025-01-08T20:00:00,20,2,1,71.39,49.963,224.4,25.89,38.7
2025-01-08T21:00:00,21,2,1,83.82,49.938,218.9,19.82,36.6
2025-01-08T22:00:00,22,2,1,72.72,49.872,230.1,30.82,28.3
2025-01-08T23:00:00,23,2,1,39.84,50.039,215.4,32.8,22.4
2025-01-09T00:00:00,0,3,1,32.29,49.899,221.7,29.25,20.6
2025-01-09T01:00:00,1,3,1,45.77,49.999,216.9,29.8,29.5
2025-01-09T02:00:00,2,3,1,38.76,50.017,212.2,29.77,27.5
2025-01-09T03:00:00,3,3,1,36.19,49.902,215.8,16.59,38.7
2025-01-09T04:00:00,4,3,1,37.88,50.008,216.0,24.8,34.3
2025-01-09T05:00:00,5,3,1,29.47,50.011,220.6,26.5,26.8
2025-01-09T06:00:00,6,3,1,56.86,49.936,220.3,26.68,26.5
2025-01-09T07:00:00,7,3,1,49.39,50.066,216.0,28.58,32.9
2025-01-09T08:00:00,8,3,1,53.24,50.034,217.4,26.65,24.0
2025-01-09T09:00:00,9,3,1,62.76,49.908,225.5,28.2,30.3
2025-01-09T10:00:00,10,3,1,66.97,50.171,225.4,24.52,35.9
2025-01-09T11:00:00,11,3,1,74.2,50.158,215.9,19.66,38.3
2025-01-09T12:00:00,12,3,1,68.55,49.911,221.1,17.37,32.8
2025-01-09T13:00:00,13,3,1,59.07,49.897,217.2,18.69,37.4
2025-01-09T14:00:00,14,3,1,57.86,50.068,222.2,19.05,20.8
2025-01-09T15:00:00,15,3,1,62.26,49.992,216.4,23.36,23.6
2025-01-09T16:00:00,16,3,1,60.56,50.087,218.6,15.06,20.8
2025-01-09T17:00:00,17,3,1,54.09,49.864,221.0,20.29,32.8
2025-01-09T18:00:00,18,3,1,80.78,49.885,216.4,22.33,21.0
2025-01-09T19:00:00,19,3,1,80.12,50.04,226.0,32.77,23.8
2025-01-09T20:00:00,20,3,1,74.15,49.861,226.4,31.8,31.8
2025-01-09T21:00:00,21,3,1,60.36,50.13,215.9,17.77,33.3
2025-01-09T22:00:00,22,3,1,71.56,50.114,220.4,16.91,39.3
2025-01-09T23:00:00,23,3,1,36.31,50.086,225.3,20.06,29.5
2025-01-10T00:00:00,0,4,1,33.52,50.062,212.2,19.32,20.9
2025-01-10T01:00:00,1,4,1,32.53,49.959,221.2,25.63,21.0
2025-01-10T02:00:00,2,4,1,29.26,50.048,222.1,22.17,23.1
2025-01-10T03:00:00,3,4,1,51.81,50.131,212.0,24.75,31.4
2025-01-10T04:00:00,4,4,1,27.34,50.043,220.3,32.85,39.9
2025-01-10T05:00:00,5,4,1,30.01,49.934,223.4,27.61,24.8
2025-01-10T06:00:00,6,4,1,56.67,50.264,227.7,32.15,26.7
2025-01-10T07:00:00,7,4,1,53.6,49.705,215.4,19.98,28.4
2025-01-10T08:00:00,8,4,1,60.08,49.958,215.8,29.93,35.0
2025-01-10T09:00:00,9,4,1,81.99,50.003,221.7,23.08,32.8
2025-01-10T10:00:00,10,4,1,69.87,50.11,222.7,18.6,32.5
2025-01-10T11:00:00,11,4,1,72.13,50.04,216.6,30.66,39.8
2025-01-10T12:00:00,12,4,1,82.65,50.032,220.1,32.66,32.7
2025-01-10T13:00:00,13,4,1,58.58,49.972,229.9,33.86,27.5
2025-01-10T14:00:00,14,4,1,61.72,49.765,225.2,31.37,36.7
2025-01-10T15:00:00,15,4,1,71.86,50.026,214.9,34.68,32.0
2025-01-10T16:00:00,16,4,1,64.01,50.042,222.7,28.34,32.6
2025-01-10T17:00:00,17,4,1,58.04,50.031,221.8,30.03,20.9
2025-01-10T18:00:00,18,4,1,71.78,50.061,220.0,33.85,37.7
2025-01-10T19:00:00,19,4,1,72.69,49.968,220.7,31.07,30.5
2025-01-10T20:00:00,20,4,1,72.18,50.049,215.0,26.56,27.3
2025-01-10T21:00:00,21,4,1,69.76,50.096,206.5,16.12,33.3
2025-01-10T22:00:00,22,4,1,76.47,50.009,218.9,19.28,24.3
2025-01-10T23:00:00,23,4,1,29.75,49.961,224.0,23.34,33.7
2025-01-11T00:00:00,0,5,1,38.35,49.803,211.5,29.34,36.7
2025-01-11T01:00:00,1,5,1,35.82,49.951,226.7,33.66,38.0
2025-01-11T02:00:00,2,5,1,32.03,49.963,221.4,21.22,26.1
2025-01-11T03:00:00,3,5,1,37.33,50.083,217.9,19.8,33.0
2025-01-11T04:00:00,4,5,1,33.12,50.112,225.8,25.91,27.2
2025-01-11T05:00:00,5,5,1,32.32,50.022,221.7,16.61,38.6
2025-01-11T06:00:00,6,5,1,54.12,49.989,220.5,28.45,33.9
2025-01-11T07:00:00,7,5,1,67.79,50.023,215.7,17.93,37.5
2025-01-11T08:00:00,8,5,1,58.86,49.874,219.5,15.08,28.9
2025-01-11T09:00:00,9,5,1,70.76,49.905,222.8,26.06,29.5
2025-01-11T10:00:00,10,5,1,81.21,49.88,221.4,15.97,27.3
2025-01-11T11:00:00,11,5,1,74.22,50.092,216.1,28.21,32.3
2025-01-11T12:00:00,12,5,1,70.68,50.085,223.6,23.78,34.4
2025-01-11T13:00:00,13,5,1,50.33,50.013,227.1,22.88,38.2
2025-01-11T14:00:00,14,5,1,64.02,50.116,220.2,17.43,33.2
2025-01-11T15:00:00,15,5,1,56.55,50.105,215.6,30.56,26.0
2025-01-11T16:00:00,16,5,1,60.08,50.044,223.4,30.21,28.3
2025-01-11T17:00:00,17,5,1,56.51,50.066,218.2,19.64,38.1
2025-01-11T18:00:00,18,5,1,79.35,50.017,219.5,20.93,37.7
2025-01-11T19:00:00,19,5,1,69.56,50.098,211.2,31.55,24.6
2025-01-11T20:00:00,20,5,1,74.96,49.938,225.7,23.34,21.6
2025-01-11T21:00:00,21,5,1,79.8,49.904,218.8,16.44,26.1
2025-01-11T22:00:00,22,5,1,78.54,50.073,225.8,25.02,24.9
2025-01-11T23:00:00,23,5,1,36.92,50.077,220.6,15.72,39.3
2025-01-12T00:00:00,0,6,1,39.23,50.111,212.8,32.71,39.4
2025-01-12T01:00:00,1,6,1,38.36,50.04,228.3,30.77,27.0
2025-01-12T02:00:00,2,6,1,34.58,50.021,220.1,27.34,22.3
2025-01-12T03:00:00,3,6,1,43.61,50.116,230.1,29.38,25.8
2025-01-12T04:00:00,4,6,1,33.69,50.092,216.7,32.26,27.5
2025-01-12T05:00:00,5,6,1,41.46,49.995,213.2,17.7,31.7
2025-01-12T06:00:00,6,6,1,58.37,50.271,221.6,22.67,28.5
2025-01-12T07:00:00,7,6,1,60.35,49.918,217.1,20.78,24.3
2025-01-12T08:00:00,8,6,1,52.51,49.962,210.8,23.49,22.6
2025-01-12T09:00:00,9,6,1,75.74,50.038,214.5,26.31,23.4
2025-01-12T10:00:00,10,6,1,70.11,49.928,217.3,23.12,33.3
2025-01-12T11:00:00,11,6,1,80.94,49.894,212.4,30.96,35.9
2025-01-12T12:00:00,12,6,1,80.87,50.208,219.4,20.49,34.6
2025-01-12T13:00:00,13,6,1,53.35,49.859,227.4,25.7,28.4
2025-01-12T14:00:00,14,6,1,61.99,49.95,222.8,16.11,35.6
2025-01-12T15:00:00,15,6,1,62.55,49.923,217.9,25.44,31.4
2025-01-12T16:00:00,16,6,1,70.81,49.978,216.4,27.34,21.1
2025-01-12T17:00:00,17,6,1,62.1,49.908,219.4,23.99,23.5
2025-01-12T18:00:00,18,6,1,77.38,50.028,222.6,17.92,28.7
2025-01-12T19:00:00,19,6,1,71.3,50.067,231.1,16.14,27.3
2025-01-12T20:00:00,20,6,1,63.23,49.935,223.8,28.35,31.8
2025-01-12T21:00:00,21,6,1,76.62,49.959,215.2,25.97,38.7
2025-01-12T22:00:00,22,6,1,69.74,49.873,224.4,25.86,23.5
2025-01-12T23:00:00,23,6,1,35.98,49.889,223.4,29.49,34.4
2025-01-13T00:00:00,0,0,1,36.77,50.025,219.3,15.69,34.7
2025-01-13T01:00:00,1,0,1,30.71,50.12,223.3,34.97,38.7
2025-01-13T02:00:00,2,0,1,30.9,49.841,217.3,28.97,38.4
2025-01-13T03:00:00,3,0,1,41.67,50.132,209.7,31.83,29.6
2025-01-13T04:00:00,4,0,1,29.98,49.912,218.9,28.72,21.2
2025-01-13T05:00:00,5,0,1,32.33,49.943,218.4,23.09,21.9
2025-01-13T06:00:00,6,0,1,60.98,50.011,217.0,18.2,23.7
2025-01-13T07:00:00,7,0,1,56.25,49.888,215.2,22.7,30.5
2025-01-13T08:00:00,8,0,1,62.89,50.034,224.4,28.6,34.6
2025-01-13T09:00:00,9,0,1,74.56,50.239,231.5,25.64,29.8
2025-01-13T10:00:00,10,0,1,82.59,49.977,213.6,17.71,37.6
2025-01-13T11:00:00,11,0,1,72.56,49.96,222.8,17.36,39.2
2025-01-13T12:00:00,12,0,1,70.47,49.996,223.5,16.63,28.7
2025-01-13T13:00:00,13,0,1,55.15,50.179,216.5,18.99,39.7
2025-01-13T14:00:00,14,0,1,61.58,49.889,215.9,25.78,23.4
2025-01-13T15:00:00,15,0,1,58.06,49.848,220.3,34.0,34.2
2025-01-13T16:00:00,16,0,1,64.08,50.101,215.7,34.95,33.1
2025-01-13T17:00:00,17,0,1,61.99,50.001,224.8,20.72,28.7
2025-01-13T18:00:00,18,0,1,73.96,49.996,225.8,15.82,24.9
2025-01-13T19:00:00,19,0,1,79.3,49.875,225.8,33.68,22.3
2025-01-13T20:00:00,20,0,1,70.37,49.915,220.8,18.18,22.8
2025-01-13T21:00:00,21,0,1,75.94,49.87,219.5,24.52,36.9
2025-01-13T22:00:00,22,0,1,83.95,50.0,215.8,26.88,37.0
2025-01-13T23:00:00,23,0,1,30.51,49.859,220.7,19.36,32.3
2025-01-14T00:00:00,0,1,1,33.85,49.915,217.8,23.6,28.0
2025-01-14T01:00:00,1,1,1,30.02,50.099,217.1,23.32,32.9
2025-01-14T02:00:00,2,1,1,36.25,50.024,219.9,28.23,26.3
2025-01-14T03:00:00,3,1,1,40.8,49.965,222.2,30.75,29.4
2025-01-14T04:00:00,4,1,1,30.53,49.851,223.5,16.95,38.4
2025-01-14T05:00:00,5,1,1,35.73,50.035,226.3,17.61,36.2
2025-01-14T06:00:00,6,1,1,59.86,50.196,221.6,20.77,20.9
2025-01-14T07:00:00,7,1,1,63.86,49.92,224.2,20.61,29.0
2025-01-14T08:00:00,8,1,1,61.06,50.013,221.8,27.09,37.1
2025-01-14T09:00:00,9,1,1,73.67,49.967,225.4,28.56,38.9
2025-01-14T10:00:00,10,1,1,72.6,50.198,215.0,34.98,33.2
2025-01-14T11:00:00,11,1,1,73.22,49.965,219.1,30.08,37.1
2025-01-14T12:00:00,12,1,1,77.79,49.991,225.8,20.26,26.7
2025-01-14T13:00:00,13,1,1,56.13,49.956,220.5,19.22,23.5
2025-01-14T14:00:00,14,1,1,65.55,49.931,218.4,30.41,20.7
2025-01-14T15:00:00,15,1,1,61.9,49.833,214.0,21.59,31.4
2025-01-14T16:00:00,16,1,1,52.61,49.834,218.2,29.82,26.5
2025-01-14T17:00:00,17,1,1,53.61,49.979,221.1,31.93,32.3
2025-01-14T18:00:00,18,1,1,72.59,49.992,218.8,32.56,39.1
2025-01-14T19:00:00,19,1,1,69.97,49.984,221.5,20.13,34.8
2025-01-14T20:00:00,20,1,1,80.43,49.96,226.2,17.34,35.5
2025-01-14T21:00:00,21,1,1,74.86,50.156,215.5,20.86,33.8
2025-01-14T22:00:00,22,1,1,71.62,50.169,223.2,32.15,31.3
2025-01-14T23:00:00,23,1,1,36.35,50.037,220.2,34.83,33.6
2025-01-15T00:00:00,0,2,1,37.31,49.98,218.0,27.88,23.4
2025-01-15T01:00:00,1,2,1,31.42,49.984,211.9,30.57,22.4
2025-01-15T02:00:00,2,2,1,31.53,50.029,208.8,21.15,30.5
2025-01-15T03:00:00,3,2,1,42.79,49.657,221.2,18.45,37.9
2025-01-15T04:00:00,4,2,1,30.29,50.03,224.2,30.53,34.5
2025-01-15T05:00:00,5,2,1,31.11,50.045,226.6,20.78,27.2
2025-01-15T06:00:00,6,2,1,51.78,50.006,222.2,34.6,28.3
2025-01-15T07:00:00,7,2,1,63.16,50.033,222.2,31.64,33.8
2025-01-15T08:00:00,8,2,1,53.79,49.927,222.4,32.59,29.0
2025-01-15T09:00:00,9,2,1,66.72,50.152,223.2,32.11,33.0
2025-01-15T10:00:00,10,2,1,77.09,50.065,229.4,31.27,28.9
2025-01-15T11:00:00,11,2,1,75.26,49.988,222.4,19.86,33.5
2025-01-15T12:00:00,12,2,1,74.86,49.948,218.1,23.39,23.1
2025-01-15T13:00:00,13,2,1,64.22,50.027,219.6,32.54,34.8
2025-01-15T14:00:00,14,2,1,63.25,50.11,231.7,34.44,29.0
2025-01-15T15:00:00,15,2,1,64.57,49.968,225.5,30.07,30.9
2025-01-15T16:00:00,16,2,1,58.33,49.973,219.0,28.78,38.3
2025-01-15T17:00:00,17,2,1,57.45,50.034,210.1,24.38,22.2
2025-01-15T18:00:00,18,2,1,75.6,50.161,215.2,25.74,22.5
