timestamp,day_of_week,hour_of_day,is_weekend,is_peak_hour,station_id,energy_demanded_kwh,charging_duration_minutes,wait_time_minutes,user_satisfaction
2025-04-28T03:18:00,0,3,0,0,20,45.53,132,11,3.229673649478407
2025-03-31T13:37:00,0,13,0,0,37,45.43,119,12,4.065178865103172
2025-06-10T05:49:00,1,5,0,0,10,48.4,157,43,3.4034609246604717
2025-06-17T01:19:00,1,1,0,0,1,19.72,92,16,3.233392128283363
2025-02-07T22:34:00,4,22,0,1,30,17.47,88,59,4.930053821333026
2025-11-30T20:55:00,6,20,1,1,11,75.68,95,34,3.132992534733555
2025-10-23T21:59:00,3,21,0,1,29,19.78,124,36,3.403254640095489
2025-10-13T02:20:00,0,2,0,0,37,67.02,142,13,4.046130849538239
2025-05-12T12:41:00,0,12,0,1,25,57.81,91,38,4.427564909710652
2025-10-15T18:37:00,2,18,0,1,33,62.33,162,32,3.4644253902936346
2025-08-13T14:54:00,2,14,0,0,2,48.05,123,39,4.248475991827984
2025-07-17T05:02:00,3,5,0,0,7,61.14,61,51,4.588050378540592
2025-06-06T00:51:00,4,0,0,0,30,72.57,176,37,4.504806240077645
2025-10-16T03:21:00,3,3,0,0,2,63.37,142,9,3.6841634974318147
2025-10-21T12:30:00,1,12,0,1,47,69.25,34,28,4.079721274225673
2025-06-06T14:03:00,4,14,0,0,12,64.03,174,30,4.196885402410454
2025-10-19T10:26:00,6,10,1,1,5,67.88,93,39,4.1667835895322405
2025-07-19T22:46:00,5,22,1,1,26,76.31,159,25,4.172459664033594
2025-07-29T00:46:00,1,0,0,0,40,71.05,119,47,4.393301647753784
2025-10-20T07:41:00,0,7,0,0,49,50.34,141,8,3.848261342604772
2025-01-29T13:39:00,2,13,0,0,41,74.79,170,0,3.2264760916815103
2025-12-12T13:35:00,4,13,0,0,23,74.46,82,53,4.037676114252144
2025-05-29T14:08:00,3,14,0,0,9,24.39,76,52,4.207443063460278
2025-10-18T19:24:00,5,19,1,1,26,74.39,149,6,3.6939064037924556
2025-12-13T16:42:00,5,16,1,0,44,73.89,171,24,3.9967355454789595
2025-07-17T20:23:00,3,20,0,1,33,35.37,82,42,4.26452857583906
2025-06-05T17:20:00,3,17,0,0,49,22.46,103,40,3.297325455506226
2025-04-28T21:27:00,0,21,0,1,40,45.15,20,31,3.134152954776855
2025-08-03T18:58:00,6,18,1,1,19,34.46,177,28,4.249951974102105
2025-10-13T15:39:00,0,15,0,0,19,14.6,97,50,3.9065776694960554
2025-07-13T21:27:00,6,21,1,1,49,38.05,82,3,3.3638562609905422
2025-02-24T06:02:00,0,6,0,0,32,29.06,129,33,3.817468342196193
2025-03-28T22:27:00,4,22,0,1,32,60.12,112,7,3.054191985006967
2025-09-04T02:23:00,3,2,0,0,23,57.03,91,53,3.678542491792382
2025-08-17T02:50:00,6,2,1,0,33,48.97,27,33,4.61062993471581
2025-03-29T13:31:00,5,13,1,0,46,68.12,161,30,3.6479801222135992
2025-01-07T09:06:00,1,9,0,1,33,24.55,166,47,3.3628708701795946
2025-02-05T17:01:00,2,17,0,0,1,67.22,167,10,3.518846866862585
2025-07-14T22:54:00,0,22,0,1,12,68.15,56,37,4.547669046402681
2025-08-14T20:43:00,3,20,0,1,35,76.39,105,43,3.280226351532905
2025-07-21T23:58:00,0,23,0,0,46,42.97,133,50,4.024915311763843
2025-01-09T07:01:00,3,7,0,0,45,38.18,41,42,3.8434078691065636
2025-06-03T12:33:00,1,12,0,1,23,57.82,89,17,4.059323357310162
2025-02-11T03:40:00,1,3,0,0,38,14.7,172,37,4.659483607414403
2025-03-28T20:41:00,4,20,0,1,22,19.58,76,30,4.747780155125031
2025-06-17T01:11:00,1,1,0,0,45,56.55,157,44,4.676213926356592
2025-07-09T13:01:00,2,13,0,0,43,22.91,55,50,3.490698219362642
2025-05-29T10:39:00,3,10,0,1,11,34.9,132,58,3.5942434312463503
2025-08-15T21:33:00,4,21,0,1,47,76.79,169,4,3.9675098838648255
2025-09-07T03:46:00,6,3,1,0,20,21.34,100,58,4.193685697833779
2025-07-20T01:52:00,6,1,1,0,9,15.26,36,0,3.990982632412397
2025-04-14T09:24:00,0,9,0,1,39,15.32,127,43,4.935398776414173
2025-04-12T01:11:00,5,1,1,0,19,32.02,68,16,4.900474707641605
2025-11-07T16:46:00,4,16,0,0,12,47.93,102,7,4.277898770668523
2025-03-22T22:36:00,5,22,1,1,16,69.44,44,17,3.978849927286281
2025-05-23T08:44:00,4,8,0,0,26,12.76,29,15,4.850496634831332
2025-10-09T20:21:00,3,20,0,1,7,12.38,136,6,3.5946980147451013
2025-06-25T07:49:00,2,7,0,0,23,65.67,135,38,3.910287370072312
2025-04-13T16:13:00,6,16,1,0,31,35.53,127,59,3.9621237676881726
2025-05-11T04:42:00,6,4,1,0,40,40.87,127,38,3.6305806756612204
2025-01-04T21:24:00,5,21,1,1,13,53.81,35,44,4.231726376364609
2025-11-07T02:41:00,4,2,0,0,34,11.49,32,12,3.7679277798394515
2025-04-06T02:58:00,6,2,1,0,39,10.66,48,48,3.8038618272184843
2025-09-02T11:56:00,1,11,0,1,16,71.16,140,9,3.1833986702228603
2025-12-25T19:04:00,3,19,0,1,1,26.71,22,44,3.709244315281553
2025-06-07T17:03:00,5,17,1,0,18,26.35,172,47,3.0357478694668276
2025-03-14T14:48:00,4,14,0,0,24,18.71,56,36,3.178822004624519
2025-07-17T06:55:00,3,6,0,0,46,52.06,81,12,4.978369819626717
2025-07-18T19:03:00,4,19,0,1,8,75.99,82,53,4.2154735897577185
2025-11-26T10:33:00,2,10,0,1,26,12.57,22,55,3.70025051833346
2025-09-18T21:46:00,3,21,0,1,23,71.87,118,19,4.989815645292871
2025-03-02T09:34:00,6,9,1,1,50,44.38,164,23,4.794872296092407
2025-08-15T05:12:00,4,5,0,0,47,12.44,87,13,4.720253632835847
2025-09-24T08:55:00,2,8,0,0,3,29.11,48,8,3.0887533270664735
2025-08-14T11:41:00,3,11,0,1,9,33.03,44,4,4.470425309046906
2025-08-14T23:59:00,3,23,0,0,15,10.36,152,47,3.9917514701575416
2025-02-06T15:12:00,3,15,0,0,28,15.33,100,49,3.9902930540279486
2025-08-12T18:57:00,1,18,0,1,3,34.35,117,39,4.131463927991582
2025-08-25T00:05:00,0,0,0,0,24,65.82,111,32,3.314681319405052
2025-10-31T08:12:00,4,8,0,0,43,26.71,119,26,4.505433279115282
2025-01-07T04:42:00,1,4,0,0,45,71.03,50,22,3.0102903415094295
2025-06-09T10:52:00,0,10,0,1,30,73.61,101,35,4.112363470079514
2025-03-18T11:38:00,1,11,0,1,2,30.09,65,26,4.962372356054847
2025-01-17T07:30:00,4,7,0,0,34,54.38,107,44,4.559690790302287
2025-11-22T18:29:00,5,18,1,1,7,47.89,82,27,4.265243786267896
2025-08-10T04:28:00,6,4,1,0,22,75.61,115,35,3.1356741182103436
2025-08-07T16:11:00,3,16,0,0,22,59.6,137,0,3.115840921117597
2025-04-30T17:49:00,2,17,0,0,14,78.14,48,11,4.49930366348585
2025-08-15T19:11:00,4,19,0,1,7,14.59,52,5,3.743667058477449
2025-02-27T22:25:00,3,22,0,1,34,29.15,48,3,3.8523626044719457
2025-02-08T14:54:00,5,14,1,0,29,58.56,135,31,3.1647620912316854
2025-03-25T21:10:00,1,21,0,1,27,70.76,145,43,3.0626046274950323
2025-01-21T14:15:00,1,14,0,0,37,54.7,25,18,3.5484304046973403
2025-09-14T05:14:00,6,5,1,0,34,24.92,83,48,4.30333365075177
2025-01-12T17:14:00,6,17,1,0,44,43.12,91,59,3.3710510314062425
2025-05-25T20:07:00,6,20,1,1,15,41.76,69,51,3.0357237849566387
2025-12-15T11:52:00,0,11,0,1,24,74.46,150,19,4.593074581952353
2025-06-02T13:06:00,0,13,0,0,17,52.51,103,35,4.116825345166395
2025-11-15T21:53:00,5,21,1,1,2,65.83,158,12,3.2991612853351313
2025-10-04T17:29:00,5,17,1,0,18,43.6,114,37,3.5833251574186065
2025-10-28T00:59:00,1,0,0,0,38,73.55,30,21,4.498323278202566
2025-02-10T16:11:00,0,16,0,0,46,19.97,99,53,4.236311468636238
2025-05-28T00:09:00,2,0,0,0,40,10.68,116,1,4.06848441195289
2025-08-21T12:29:00,3,12,0,1,33,67.72,173,21,3.644189404438671
2025-06-15T06:25:00,6,6,1,0,46,58.52,162,33,3.082366990558543
2025-11-01T07:10:00,5,7,1,0,3,72.74,28,5,4.233209163724948
2025-08-11T08:49:00,0,8,0,0,12,70.97,111,19,3.678900385085612
2025-09-08T06:10:00,0,6,0,0,20,48.71,153,57,4.567665106837724
2025-01-03T08:59:00,4,8,0,0,42,40.7,31,22,4.300588371746908
2025-01-25T12:50:00,5,12,1,1,19,78.31,119,44,3.364235831377399
2025-04-29T20:54:00,1,20,0,1,32,44.87,101,5,4.438403556544528
2025-05-30T04:31:00,4,4,0,0,41,44.53,175,9,3.8065227222476636
2025-04-03T21:14:00,3,21,0,1,33,68.83,68,29,4.921561102973953
2025-01-24T19:36:00,4,19,0,1,4,61.47,145,19,4.009689763786035
2025-02-19T16:50:00,2,16,0,0,32,51.16,136,33,3.973337882849406
2025-03-07T14:33:00,4,14,0,0,36,39.52,134,57,4.824726691233382
2025-09-25T02:44:00,3,2,0,0,18,54.21,162,32,3.2631353702545196
2025-01-08T03:47:00,2,3,0,0,30,22.58,33,13,4.02523041041161
2025-10-20T04:37:00,0,4,0,0,45,40.6,79,46,4.185836799663564
2025-08-19T19:01:00,1,19,0,1,39,21.45,142,24,4.938824644670575
2025-03-07T02:36:00,4,2,0,0,5,32.76,64,22,3.9075790827672785
2025-01-10T02:53:00,4,2,0,0,14,33.16,112,9,4.3387808029187225
2025-12-27T00:04:00,5,0,1,0,20,51.15,20,56,3.3340838158018995
2025-10-11T10:36:00,5,10,1,1,47,56.47,68,48,4.410771188224407
2025-11-08T14:14:00,5,14,1,0,6,24.41,167,49,4.973385960714323
2025-10-20T19:25:00,0,19,0,1,29,54.8,54,5,3.360020874945447
2025-02-28T04:32:00,4,4,0,0,49,50.93,31,41,3.794757976928802
2025-08-30T23:58:00,5,23,1,0,43,11.22,69,28,4.735836589040044
2025-08-11T23:46:00,0,23,0,0,43,44.22,57,19,3.2514830236132974
2025-05-06T12:51:00,1,12,0,1,16,75.79,143,54,3.324763789324642
2025-12-07T00:54:00,6,0,1,0,8,20.93,121,4,4.926693665640798
2025-06-24T01:00:00,1,1,0,0,26,36.2,177,49,3.4882945808447485
2025-01-26T07:46:00,6,7,1,0,40,63.8,91,24,4.3790535020631225
2025-10-16T00:18:00,3,0,0,0,31,56.12,72,47,4.302465954082984
2025-03-31T01:49:00,0,1,0,0,6,32.27,108,47,4.504855525231145
2025-09-02T12:30:00,1,12,0,1,41,17.64,117,37,3.6540663231264774
2025-04-12T18:05:00,5,18,1,1,34,63.36,42,18,4.737801251081142
2025-05-09T23:53:00,4,23,0,0,7,10.4,162,0,3.732923069742796
2025-07-18T14:20:00,4,14,0,0,19,37.2,68,31,3.74650358325868
2025-04-12T10:34:00,5,10,1,1,8,56.77,93,1,3.9269880876011447
2025-01-03T20:25:00,4,20,0,1,8,46.34,175,52,4.627532576639172
2025-06-02T11:04:00,0,11,0,1,34,46.86,63,35,4.215810185586889
2025-12-09T05:45:00,1,5,0,0,50,60.08,40,22,3.861724183076067
2025-12-02T14:52:00,1,14,0,0,15,27.04,70,14,3.3943082531457547
2025-05-21T21:18:00,2,21,0,1,34,21.64,136,51,4.340192069221883
2025-06-06T14:27:00,4,14,0,0,35,50.67,125,35,4.435271571817259
2025-01-02T16:12:00,3,16,0,0,4,67.62,113,10,3.246445308344332
2025-04-18T09:38:00,4,9,0,1,13,22.92,75,48,4.1346244392578075
2025-10-25T23:35:00,5,23,1,0,20,43.85,26,53,4.100453084312523
2025-06-22T09:46:00,6,9,1,1,13,52.11,137,20,4.768412926696816
2025-01-26T08:14:00,6,8,1,0,10,22.23,140,41,4.800046246796022
2025-07-27T16:25:00,6,16,1,0,27,64.64,69,23,4.6452286370273566
2025-03-01T06:09:00,5,6,1,0,25,16.69,88,46,3.47047116960397
2025-04-18T01:32:00,4,1,0,0,21,16.7,56,14,3.46049233685574
2025-06-09T10:09:00,0,10,0,1,9,37.36,172,1,3.5490805080002508
2025-09-20T20:17:00,5,20,1,1,3,40.99,144,38,4.449033702797236
2025-10-07T13:18:00,1,13,0,0,4,60.7,61,31,3.5483213331196115
2025-02-05T07:36:00,2,7,0,0,33,51.7,92,7,3.733912158409601
2025-03-11T08:38:00,1,8,0,0,4,40.97,79,1,4.339205232267924
2025-01-27T20:07:00,0,20,0,1,38,51.5,86,53,3.461658378308024
2025-02-27T02:21:00,3,2,0,0,6,13.66,21,37,4.11556683474005
2025-12-20T22:29:00,5,22,1,1,8,50.63,55,4,3.3506058847153195
2025-10-14T14:56:00,1,14,0,0,16,38.66,177,56,4.643612887802174
2025-01-12T16:15:00,6,16,1,0,12,78.69,22,15,3.7650525604880167
2025-10-06T18:39:00,0,18,0,1,5,61.6,127,0,4.6840665887528425
2025-05-29T19:05:00,3,19,0,1,22,16.24,51,32,4.216972825319583
2025-02-07T19:33:00,4,19,0,1,14,18.24,170,49,3.6833490037938414
2025-12-27T20:01:00,5,20,1,1,27,26.73,94,2,3.793963034148567
2025-06-03T03:17:00,1,3,0,0,6,74.36,162,21,4.133150724342837
2025-09-01T09:11:00,0,9,0,1,47,37.8,101,44,3.76124658695316
2025-08-04T09:29:00,0,9,0,1,14,66.41,99,6,3.6093582781960816
2025-03-14T14:20:00,4,14,0,0,35,22.15,149,34,3.6921994530755713
2025-10-03T17:09:00,4,17,0,0,25,50.26,73,32,4.845514381026788
2025-09-27T00:45:00,5,0,1,0,16,63.54,144,51,4.005132152926885
2025-01-25T12:52:00,5,12,1,1,34,14.77,44,14,4.926230223178347
2025-01-12T12:30:00,6,12,1,1,14,71.33,79,5,3.0006650122409786
2025-02-12T01:59:00,2,1,0,0,23,20.64,24,18,3.383564911183721
2025-12-11T01:10:00,3,1,0,0,50,14.04,75,14,4.967357850526827
2025-03-24T08:34:00,0,8,0,0,21,18.5,134,6,4.384322683388264
2025-09-09T00:03:00,1,0,0,0,4,79.77,36,36,4.2304388764620215
2025-11-04T19:35:00,1,19,0,1,38,39.83,82,36,4.773208430480933
2025-03-03T02:06:00,0,2,0,0,27,38.99,33,6,4.467228761122804
2025-03-27T04:54:00,3,4,0,0,2,19.37,168,53,4.580675471720296
2025-05-29T09:22:00,3,9,0,1,39,53.33,32,20,4.668606731909535
2025-08-01T20:17:00,4,20,0,1,37,77.17,158,20,4.688714165479232
2025-07-02T20:25:00,2,20,0,1,4,70.53,131,59,4.303421295821937
2025-08-15T08:28:00,4,8,0,0,29,42.16,40,41,4.784169377880469
2025-04-15T16:55:00,1,16,0,0,9,76.0,149,59,3.152833718876103
2025-04-07T09:49:00,0,9,0,1,40,42.3,53,7,4.790235481413073
2025-07-19T16:14:00,5,16,1,0,17,14.67,107,44,3.300338001634083
2025-03-28T04:07:00,4,4,0,0,13,12.66,106,42,4.318071068407361
2025-06-01T16:04:00,6,16,1,0,20,61.63,77,30,3.5930711625753107
2025-05-19T19:14:00,0,19,0,1,19,56.3,47,50,3.3482186706681687
2025-09-18T04:29:00,3,4,0,0,32,14.81,157,37,3.1652353269185376
2025-08-08T16:30:00,4,16,0,0,8,63.85,172,8,3.763879279305792
2025-02-18T03:03:00,1,3,0,0,14,14.85,141,54,3.0839024468632728
2025-09-23T20:35:00,1,20,0,1,12,43.2,21,53,3.97203100595508
2025-06-09T15:31:00,0,15,0,0,32,55.95,30,9,3.676535011988997
2025-07-02T08:24:00,2,8,0,0,40,40.25,143,57,4.225879164989051
2025-10-05T19:29:00,6,19,1,1,20,18.51,51,50,4.773849800418539
2025-05-02T22:38:00,4,22,0,1,49,28.09,37,20,4.510083857492557
2025-05-29T07:45:00,3,7,0,0,40,49.05,170,43,3.1077164139960525
2025-09-13T21:21:00,5,21,1,1,43,28.85,111,28,4.4558943534614865
2025-09-15T20:14:00,0,20,0,1,27,77.56,170,23,3.684767272067093
2025-10-05T10:36:00,6,10,1,1,33,45.59,137,18,3.303138743175347
2025-01-30T06:43:00,3,6,0,0,47,71.4,130,7,3.92311494883958
2025-05-24T07:00:00,5,7,1,0,44,60.85,151,39,3.38790773453555
2025-11-16T09:33:00,6,9,1,1,43,31.77,168,45,4.231970900520358
2025-03-07T08:47:00,4,8,0,0,13,47.71,105,41,4.521981520056188
2025-02-23T11:16:00,6,11,1,1,14,24.17,140,19,3.653863232676158
2025-08-31T22:05:00,6,22,1,1,19,79.74,151,46,3.897221261909085
2025-01-20T09:23:00,0,9,0,1,35,19.65,73,39,3.3567451686146597
2025-07-21T05:45:00,0,5,0,0,4,22.69,39,16,4.176404533896781
2025-01-04T13:02:00,5,13,1,0,24,17.29,74,51,4.121320188832342
2025-09-11T23:33:00,3,23,0,0,30,66.35,178,59,4.650098820360125
2025-11-01T13:18:00,5,13,1,0,22,58.68,95,29,4.963938380892291
2025-04-27T03:18:00,6,3,1,0,48,36.14,113,54,4.471011212975075
2025-05-26T19:48:00,0,19,0,1,28,61.5,76,59,3.5988870209837733
2025-06-10T16:05:00,1,16,0,0,4,44.73,66,26,4.371822542099728
2025-02-16T13:59:00,6,13,1,0,11,61.8,109,15,3.4058727351498046
2025-03-02T09:49:00,6,9,1,1,3,11.83,132,29,4.663394087351547
2025-07-17T16:58:00,3,16,0,0,45,64.78,166,41,4.7054560397514225
2025-03-10T04:19:00,0,4,0,0,49,40.46,24,35,3.2669599448318873
2025-09-17T06:38:00,2,6,0,0,50,73.66,43,56,3.014058407627238
2025-10-24T21:45:00,4,21,0,1,44,19.47,50,19,4.313910312534279
2025-02-05T20:29:00,2,20,0,1,24,13.99,177,21,3.523411367471812
2025-06-12T22:27:00,3,22,0,1,14,27.47,99,15,4.518796524835928
2025-04-16T12:05:00,2,12,0,1,44,20.95,126,19,4.239398880398832
2025-12-29T20:03:00,0,20,0,1,50,38.78,26,5,4.799666691374545
2025-06-09T23:10:00,0,23,0,0,20,18.96,168,41,4.655736750644346
2025-05-22T04:57:00,3,4,0,0,21,27.96,150,22,3.3961952655194803
2025-11-01T18:50:00,5,18,1,1,25,76.29,159,56,3.3660308884694543
2025-06-10T17:52:00,1,17,0,0,4,39.26,90,21,4.12244557656505
2025-03-22T23:33:00,5,23,1,0,28,60.6,105,48,4.087076434685292
2025-07-17T01:00:00,3,1,0,0,10,21.6,21,21,4.699950742961324
2025-03-07T09:33:00,4,9,0,1,16,38.82,144,38,4.090863738813811
2025-12-10T14:39:00,2,14,0,0,38,66.45,157,34,3.103913155108537
2025-11-15T16:31:00,5,16,1,0,7,71.05,173,3,4.51350301137727
2025-08-02T14:55:00,5,14,1,0,40,71.45,135,27,3.5109866893112094
2025-06-17T16:01:00,1,16,0,0,25,16.59,150,7,3.5648617973730232
2025-02-11T19:34:00,1,19,0,1,6,36.04,42,24,3.794762780970633
2025-07-16T18:10:00,2,18,0,1,12,46.63,171,59,4.585708838067679
2025-06-13T04:20:00,4,4,0,0,8,65.85,66,14,4.830180136814087
2025-04-14T17:41:00,0,17,0,0,20,49.05,149,6,4.226946277278353
2025-12-31T02:26:00,2,2,0,0,50,21.82,148,54,3.3684496784760523
2025-04-11T15:42:00,4,15,0,0,37,40.82,129,53,4.713747872150188
2025-05-17T11:10:00,5,11,1,1,46,32.38,148,44,4.968220638072996
2025-01-21T12:33:00,1,12,0,1,4,79.8,78,54,3.259652897903435
2025-11-21T02:32:00,4,2,0,0,4,60.35,173,4,4.946914779952346
2025-09-22T19:37:00,0,19,0,1,50,17.75,79,43,4.9761311333055485
2025-12-30T11:08:00,1,11,0,1,21,27.8,150,11,3.6704160947417455
2025-10-04T23:25:00,5,23,1,0,33,26.79,53,40,4.479342601453528
2025-12-04T10:56:00,3,10,0,1,23,53.46,169,16,4.68289510616952
2025-05-19T14:26:00,0,14,0,0,35,12.18,144,15,3.212687452511549
2025-09-05T14:38:00,4,14,0,0,6,69.9,143,0,4.67408225048588
2025-12-09T02:03:00,1,2,0,0,25,25.09,162,20,3.0663787091248524
2025-04-27T20:45:00,6,20,1,1,14,73.25,164,38,4.614792060679902
2025-09-09T12:14:00,1,12,0,1,18,55.55,153,58,3.000376799113164
2025-04-01T01:55:00,1,1,0,0,46,42.23,119,52,4.0932964403755765
2025-02-04T18:29:00,1,18,0,1,14,43.53,132,24,3.8428880831584946
2025-09-27T05:22:00,5,5,1,0,22,70.08,102,45,4.821540323287831
2025-10-02T08:27:00,3,8,0,0,20,78.73,82,8,3.6095021907722664
2025-05-01T18:46:00,3,18,0,1,14,25.29,80,35,3.193068940390882
2025-10-13T08:32:00,0,8,0,0,25,67.72,72,34,3.452702988682972
2025-11-30T08:03:00,6,8,1,0,4,71.41,21,40,3.6608160077515475
2025-03-27T08:55:00,3,8,0,0,16,26.77,132,47,3.0693405334529666
2025-02-04T10:45:00,1,10,0,1,50,50.13,168,4,3.504614499678813
2025-12-23T02:43:00,1,2,0,0,33,61.63,156,3,4.737103012640578
2025-08-04T00:07:00,0,0,0,0,45,58.61,95,53,3.8691919217174235
2025-02-16T14:40:00,6,14,1,0,19,72.48,112,21,4.214179157437508
2025-11-03T05:19:00,0,5,0,0,29,54.77,74,6,3.263386876944077
2025-09-17T21:11:00,2,21,0,1,45,77.95,110,54,4.967680625710876
2025-03-13T22:37:00,3,22,0,1,6,72.4,164,11,4.208143354142439
2025-10-10T07:18:00,4,7,0,0,42,78.01,112,44,3.964082116224165
2025-05-22T02:47:00,3,2,0,0,45,43.2,160,37,4.708271995301009
2025-07-09T07:42:00,2,7,0,0,20,17.56,109,38,4.605171359159626
2025-07-11T09:42:00,4,9,0,1,41,37.79,56,48,4.234133032235603
2025-12-10T20:50:00,2,20,0,1,39,50.23,58,12,4.350840415094178
2025-05-27T10:12:00,1,10,0,1,46,21.56,127,18,3.8220421505310913
2025-04-19T11:47:00,5,11,1,1,33,67.67,122,27,4.642396565100453
2025-01-08T13:22:00,2,13,0,0,30,28.03,103,17,3.513388456620092
2025-11-20T00:35:00,3,0,0,0,18,16.46,175,39,4.502356095616836
2025-08-13T11:57:00,2,11,0,1,15,62.49,21,28,4.35733991334513
2025-11-03T10:12:00,0,10,0,1,10,45.15,70,53,3.2314752133574105
2025-02-08T02:19:00,5,2,1,0,6,18.44,21,28,3.1328876887115498
2025-12-16T07:01:00,1,7,0,0,17,58.64,31,34,3.8977061433494162
2025-11-07T12:14:00,4,12,0,1,26,73.71,81,48,3.4321027300233746
2025-10-06T23:56:00,0,23,0,0,38,69.19,126,17,3.8077957283402473
2025-03-14T20:37:00,4,20,0,1,30,41.25,117,31,4.644844747336557
2025-06-05T11:14:00,3,11,0,1,41,40.17,123,10,4.164397493188227
2025-11-09T21:35:00,6,21,1,1,33,46.81,53,55,3.3312566940565307
2025-01-07T03:36:00,1,3,0,0,1,34.21,167,18,3.050895519811502
2025-05-06T10:48:00,1,10,0,1,49,57.4,88,7,3.72918745639508
2025-04-26T23:11:00,5,23,1,0,38,41.78,151,48,3.2811059351567216
2025-11-21T23:23:00,4,23,0,0,3,77.48,23,25,3.077992025149823
2025-12-29T09:50:00,0,9,0,1,50,31.92,144,14,3.975702394384813
2025-05-02T04:41:00,4,4,0,0,37,43.18,153,3,4.989715946118643
2025-07-20T16:28:00,6,16,1,0,13,52.48,145,51,3.0618752894626837
2025-08-12T15:21:00,1,15,0,0,4,78.61,68,12,4.083409624820008
2025-12-08T20:58:00,0,20,0,1,23,40.83,61,33,3.5186697946341887
2025-02-20T16:20:00,3,16,0,0,46,57.42,40,43,4.6613770210401535
2025-11-20T18:00:00,3,18,0,1,28,50.81,144,34,3.301042983326827
2025-12-20T10:35:00,5,10,1,1,17,61.42,101,39,3.6516462351289
2025-06-01T18:36:00,6,18,1,1,39,37.66,47,4,3.951092074973653
2025-06-13T21:18:00,4,21,0,1,27,73.66,30,53,4.066773257530725
2025-05-20T21:20:00,1,21,0,1,11,48.45,24,16,4.361511785920971
2025-02-15T11:05:00,5,11,1,1,17,76.44,173,47,3.1873448414118206
2025-11-04T05:54:00,1,5,0,0,36,30.0,170,14,4.211510606278114
2025-07-11T18:49:00,4,18,0,1,17,70.59,101,27,4.655037844212606
2025-08-27T03:06:00,2,3,0,0,45,43.35,92,7,4.707923933910845
2025-12-03T16:48:00,2,16,0,0,33,72.52,166,37,3.5120951302099086
2025-11-21T12:46:00,4,12,0,1,46,25.45,133,31,4.858514796014458
2025-08-02T10:02:00,5,10,1,1,10,19.41,145,20,3.717431050834027
2025-07-13T08:23:00,6,8,1,0,35,24.75,76,29,3.017726570226938
2025-01-19T17:07:00,6,17,1,0,26,67.99,90,29,3.0286305553341197
2025-03-06T03:24:00,3,3,0,0,37,61.83,56,12,4.506855844513938
2025-07-07T08:00:00,0,8,0,0,36,59.0,123,22,3.9752556193344217
2025-09-17T05:10:00,2,5,0,0,35,48.44,161,59,4.154081328923821
2025-10-17T12:18:00,4,12,0,1,38,30.97,164,54,4.684148874797159
2025-05-24T05:59:00,5,5,1,0,2,15.1,32,55,3.5905809880958865
2025-10-17T06:02:00,4,6,0,0,8,30.48,139,54,4.812222004264994
2025-08-09T06:52:00,5,6,1,0,39,25.82,177,52,3.0673383564277454
